"filename", "language", "JSON with Comments", "TypeScript", "JavaScript", "Dotenv", "Docker", "Markdown", "YAML", "JSON", "Ignore", "TypeScript JSX", "PostCSS", "SCSS", "SVG", "comment", "blank", "total"
"a:\GCET BLOG\GcetBlog\src\components\base\index.ts", "TypeScript", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
"a:\GCET BLOG\GcetBlog\src\components\templates\TemplateCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 6, 79
"a:\GCET BLOG\GcetBlog\src\components\templates\TemplatePreview.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 0, 0, 0, 3, 7, 88
"a:\GCET BLOG\GcetBlog\src\components\templates\TemplateSelector.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 238, 0, 0, 0, 17, 24, 279
"a:\GCET BLOG\GcetBlog\src\components\templates\index.ts", "TypeScript", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"a:\GCET BLOG\GcetBlog\src\components\templates\templateUtils.ts", "TypeScript", 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 50
"a:\GCET BLOG\GcetBlog\src\components\ui\alert-dialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 127, 0, 0, 0, 0, 15, 142
"a:\GCET BLOG\GcetBlog\src\components\ui\alert.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 7, 50
"a:\GCET BLOG\GcetBlog\src\components\ui\avatar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 7, 51
"a:\GCET BLOG\GcetBlog\src\components\ui\badge.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 5, 33
"a:\GCET BLOG\GcetBlog\src\components\ui\button.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 5, 53
"a:\GCET BLOG\GcetBlog\src\components\ui\card.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 8, 49
"a:\GCET BLOG\GcetBlog\src\components\ui\checkbox.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 4, 28
"a:\GCET BLOG\GcetBlog\src\components\ui\dialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 0, 0, 0, 0, 14, 105
"a:\GCET BLOG\GcetBlog\src\components\ui\dropdown-menu.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 182, 0, 0, 0, 0, 19, 201
"a:\GCET BLOG\GcetBlog\src\components\ui\input.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 4, 24
"a:\GCET BLOG\GcetBlog\src\components\ui\label.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 5, 20
"a:\GCET BLOG\GcetBlog\src\components\ui\pagination.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 0, 0, 0, 0, 11, 93
"a:\GCET BLOG\GcetBlog\src\components\ui\radio-group.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 11, 65
"a:\GCET BLOG\GcetBlog\src\components\ui\select.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 146, 0, 0, 0, 0, 15, 161
"a:\GCET BLOG\GcetBlog\src\components\ui\separator.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 5, 32
"a:\GCET BLOG\GcetBlog\src\components\ui\skeleton.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 3, 16
"a:\GCET BLOG\GcetBlog\src\components\ui\table.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 107, 0, 0, 0, 0, 11, 118
"a:\GCET BLOG\GcetBlog\src\components\ui\textarea.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 4, 23
"a:\GCET BLOG\GcetBlog\src\components\ui\toast.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 116, 0, 0, 0, 0, 14, 130
"a:\GCET BLOG\GcetBlog\src\components\ui\toaster.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 4, 36
"a:\GCET BLOG\GcetBlog\src\core\types.ts", "TypeScript", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 10, 52
"a:\GCET BLOG\GcetBlog\src\cssVariables.js", "JavaScript", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 13
"a:\GCET BLOG\GcetBlog\src\custom\departments.ts", "TypeScript", 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 7, 57
"a:\GCET BLOG\GcetBlog\src\custom\theme.ts", "TypeScript", 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 16, 106
"a:\GCET BLOG\GcetBlog\src\endpoints\seed\contact-form.ts", "TypeScript", 0, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 112
"a:\GCET BLOG\GcetBlog\src\endpoints\seed\contact-page.ts", "TypeScript", 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 57
"a:\GCET BLOG\GcetBlog\src\endpoints\seed\home-static.ts", "TypeScript", 0, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 89
"a:\GCET BLOG\GcetBlog\src\endpoints\seed\home.ts", "TypeScript", 0, 573, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 576
"a:\GCET BLOG\GcetBlog\src\endpoints\seed\image-1.ts", "TypeScript", 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 68
"a:\GCET BLOG\GcetBlog\src\endpoints\seed\image-2.ts", "TypeScript", 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 68
"a:\GCET BLOG\GcetBlog\src\endpoints\seed\image-3.ts", "TypeScript", 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 68
"a:\GCET BLOG\GcetBlog\src\endpoints\seed\image-hero-1.ts", "TypeScript", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"a:\GCET BLOG\GcetBlog\src\endpoints\seed\index.ts", "TypeScript", 0, 460, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 36, 510
"a:\GCET BLOG\GcetBlog\src\endpoints\seed\post-1.ts", "TypeScript", 0, 313, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 316
"a:\GCET BLOG\GcetBlog\src\endpoints\seed\post-2.ts", "TypeScript", 0, 231, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 233
"a:\GCET BLOG\GcetBlog\src\endpoints\seed\post-3.ts", "TypeScript", 0, 267, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 269
"a:\GCET BLOG\GcetBlog\src\environment.d.ts", "TypeScript", 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 48
"a:\GCET BLOG\GcetBlog\src\fields\defaultLexical.ts", "TypeScript", 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 48
"a:\GCET BLOG\GcetBlog\src\fields\institution.ts", "TypeScript", 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 4, 68
"a:\GCET BLOG\GcetBlog\src\fields\link.ts", "TypeScript", 0, 127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 140
"a:\GCET BLOG\GcetBlog\src\fields\linkGroup.ts", "TypeScript", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 29
"a:\GCET BLOG\GcetBlog\src\fields\slug\SlugComponent.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 0, 0, 0, 0, 16, 88
"a:\GCET BLOG\GcetBlog\src\fields\slug\formatSlug.ts", "TypeScript", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 26
"a:\GCET BLOG\GcetBlog\src\fields\slug\index.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 2, 14
"a:\GCET BLOG\GcetBlog\src\fields\slug\index.ts", "TypeScript", 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8, 54
"a:\GCET BLOG\GcetBlog\src\heros\HighImpact\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 0, 0, 0, 9, 13, 94
"a:\GCET BLOG\GcetBlog\src\heros\LowImpact\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 5, 26
"a:\GCET BLOG\GcetBlog\src\heros\MediumImpact\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 5, 47
"a:\GCET BLOG\GcetBlog\src\heros\PostHero\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 0, 0, 0, 4, 9, 92
"a:\GCET BLOG\GcetBlog\src\heros\RenderHero.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 9, 26
"a:\GCET BLOG\GcetBlog\src\heros\config.ts", "TypeScript", 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 73
"a:\GCET BLOG\GcetBlog\src\hooks\formatSlug.ts", "TypeScript", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 28
"a:\GCET BLOG\GcetBlog\src\hooks\populatePublishedAt.ts", "TypeScript", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 16
"a:\GCET BLOG\GcetBlog\src\hooks\revalidateRedirects.ts", "TypeScript", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 12
"a:\GCET BLOG\GcetBlog\src\hooks\tenantIsolation.ts", "TypeScript", 0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 20, 189
"a:\GCET BLOG\GcetBlog\src\hooks\use-toast.ts", "TypeScript", 0, 160, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 32, 195
"a:\GCET BLOG\GcetBlog\src\jobs\newsletter.ts", "TypeScript", 0, 163, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 33, 227
"a:\GCET BLOG\GcetBlog\src\middleware.ts", "TypeScript", 0, 207, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 47, 307
"a:\GCET BLOG\GcetBlog\src\modules\clubs\collections\Clubs.ts", "TypeScript", 0, 289, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 5, 307
"a:\GCET BLOG\GcetBlog\src\modules\clubs\components\ClubArchive.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 3, 18
"a:\GCET BLOG\GcetBlog\src\modules\clubs\components\ClubCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 99, 0, 0, 0, 7, 10, 116
"a:\GCET BLOG\GcetBlog\src\modules\clubs\components\ClubEnrichment.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 182, 0, 0, 0, 9, 7, 198
"a:\GCET BLOG\GcetBlog\src\modules\clubs\components\ClubNav.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 0, 0, 0, 3, 8, 79
"a:\GCET BLOG\GcetBlog\src\modules\clubs\components\ClubSubPageHeader.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 4, 5, 60
"a:\GCET BLOG\GcetBlog\src\modules\clubs\index.ts", "TypeScript", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"a:\GCET BLOG\GcetBlog\src\modules\clubs\services\club-context.ts", "TypeScript", 0, 135, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 29, 178
"a:\GCET BLOG\GcetBlog\src\modules\clubs\types\index.ts", "TypeScript", 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 19, 109
"a:\GCET BLOG\GcetBlog\src\modules\events\collections\Events.ts", "TypeScript", 0, 287, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 5, 308
"a:\GCET BLOG\GcetBlog\src\modules\events\components\EventArchive.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 3, 18
"a:\GCET BLOG\GcetBlog\src\modules\events\components\EventCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 121, 0, 0, 0, 8, 12, 141
"a:\GCET BLOG\GcetBlog\src\modules\events\components\EventHero.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 228, 0, 0, 0, 13, 13, 254
"a:\GCET BLOG\GcetBlog\src\modules\events\index.ts", "TypeScript", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"a:\GCET BLOG\GcetBlog\src\modules\events\services\event-context.ts", "TypeScript", 0, 256, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 43, 342
"a:\GCET BLOG\GcetBlog\src\modules\events\types\index.ts", "TypeScript", 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 17, 110
"a:\GCET BLOG\GcetBlog\src\payload-types.ts", "TypeScript", 0, 2853, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1056, 4, 3913
"a:\GCET BLOG\GcetBlog\src\payload.config.ts", "TypeScript", 0, 161, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 9, 182
"a:\GCET BLOG\GcetBlog\src\plugins\index.ts", "TypeScript", 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 95
"a:\GCET BLOG\GcetBlog\src\providers\Auth\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 85, 0, 0, 0, 2, 15, 102
"a:\GCET BLOG\GcetBlog\src\providers\HeaderTheme\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 11, 34
"a:\GCET BLOG\GcetBlog\src\providers\NavigationProgress\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 0, 0, 0, 11, 18, 107
"a:\GCET BLOG\GcetBlog\src\providers\Tenant\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 26, 8, 69
"a:\GCET BLOG\GcetBlog\src\providers\Theme\InitTheme\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 1, 3, 51
"a:\GCET BLOG\GcetBlog\src\providers\Theme\ThemeSelector\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 8, 52
"a:\GCET BLOG\GcetBlog\src\providers\Theme\ThemeSelector\types.ts", "TypeScript", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6
"a:\GCET BLOG\GcetBlog\src\providers\Theme\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 14, 58
"a:\GCET BLOG\GcetBlog\src\providers\Theme\shared.ts", "TypeScript", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 18
"a:\GCET BLOG\GcetBlog\src\providers\Theme\types.ts", "TypeScript", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11
"a:\GCET BLOG\GcetBlog\src\providers\User\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 114, 0, 0, 0, 9, 22, 145
"a:\GCET BLOG\GcetBlog\src\providers\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 3, 18
"a:\GCET BLOG\GcetBlog\src\search\Component.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 5, 42
"a:\GCET BLOG\GcetBlog\src\search\beforeSync.ts", "TypeScript", 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 61
"a:\GCET BLOG\GcetBlog\src\search\fieldOverrides.ts", "TypeScript", 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 62
"a:\GCET BLOG\GcetBlog\src\services\conosco\cached.ts", "TypeScript", 0, 182, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 19, 226
"a:\GCET BLOG\GcetBlog\src\services\conosco\client.ts", "TypeScript", 0, 163, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 32, 229
"a:\GCET BLOG\GcetBlog\src\services\conosco\disconnected.ts", "TypeScript", 0, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 19, 127
"a:\GCET BLOG\GcetBlog\src\services\conosco\factory.ts", "TypeScript", 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 13, 91
"a:\GCET BLOG\GcetBlog\src\services\conosco\index.ts", "TypeScript", 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 14, 92
"a:\GCET BLOG\GcetBlog\src\services\conosco\types.ts", "TypeScript", 0, 184, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 50, 306
"a:\GCET BLOG\GcetBlog\src\services\email\factory.ts", "TypeScript", 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 18, 111
"a:\GCET BLOG\GcetBlog\src\services\email\index.ts", "TypeScript", 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 13, 74
"a:\GCET BLOG\GcetBlog\src\services\email\providers\console.ts", "TypeScript", 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 14, 91
"a:\GCET BLOG\GcetBlog\src\services\email\providers\resend.ts", "TypeScript", 0, 130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 18, 157
"a:\GCET BLOG\GcetBlog\src\services\email\providers\sendgrid.ts", "TypeScript", 0, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 15, 123
"a:\GCET BLOG\GcetBlog\src\services\email\providers\smtp.ts", "TypeScript", 0, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 15, 132
"a:\GCET BLOG\GcetBlog\src\services\email\sender.ts", "TypeScript", 0, 376, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 60, 488
"a:\GCET BLOG\GcetBlog\src\services\email\templates\BaseLayout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 156, 0, 0, 0, 12, 24, 192
"a:\GCET BLOG\GcetBlog\src\services\email\templates\NewsletterDigest.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 174, 0, 0, 0, 12, 22, 208
"a:\GCET BLOG\GcetBlog\src\services\email\templates\NewsletterManual.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 11, 10, 73
"a:\GCET BLOG\GcetBlog\src\services\email\templates\UnsubscribeConfirmation.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 0, 0, 0, 8, 17, 100
"a:\GCET BLOG\GcetBlog\src\services\email\templates\WelcomeEmail.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 101, 0, 0, 0, 6, 20, 127
"a:\GCET BLOG\GcetBlog\src\services\email\tracking.ts", "TypeScript", 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 15, 116
"a:\GCET BLOG\GcetBlog\src\services\email\types.ts", "TypeScript", 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 20, 140
"a:\GCET BLOG\GcetBlog\src\utilities\canUseDOM.ts", "TypeScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"a:\GCET BLOG\GcetBlog\src\utilities\checkUserRole.ts", "TypeScript", 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 12, 90
"a:\GCET BLOG\GcetBlog\src\utilities\deepMerge.ts", "TypeScript", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 4, 36
"a:\GCET BLOG\GcetBlog\src\utilities\domainScope.ts", "TypeScript", 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 19, 159
"a:\GCET BLOG\GcetBlog\src\utilities\formatAuthors.ts", "TypeScript", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 4, 25
"a:\GCET BLOG\GcetBlog\src\utilities\formatDateTime.ts", "TypeScript", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12
"a:\GCET BLOG\GcetBlog\src\utilities\generateMeta.ts", "TypeScript", 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12, 52
"a:\GCET BLOG\GcetBlog\src\utilities\generatePreviewPath.ts", "TypeScript", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 26
"a:\GCET BLOG\GcetBlog\src\utilities\getDocument.ts", "TypeScript", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 32
"a:\GCET BLOG\GcetBlog\src\utilities\getGlobals.ts", "TypeScript", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 27
"a:\GCET BLOG\GcetBlog\src\utilities\getMeUser.ts", "TypeScript", 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 44
"a:\GCET BLOG\GcetBlog\src\utilities\getMediaUrl.ts", "TypeScript", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 5, 25
"a:\GCET BLOG\GcetBlog\src\utilities\getRedirects.ts", "TypeScript", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 27
"a:\GCET BLOG\GcetBlog\src\utilities\getURL.ts", "TypeScript", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 27
"a:\GCET BLOG\GcetBlog\src\utilities\mergeOpenGraph.ts", "TypeScript", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 23
"a:\GCET BLOG\GcetBlog\src\utilities\tenantContext.ts", "TypeScript", 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 17, 139
"a:\GCET BLOG\GcetBlog\src\utilities\tenantQuery.ts", "TypeScript", 0, 262, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 148, 51, 461
"a:\GCET BLOG\GcetBlog\src\utilities\tenantResolver.ts", "TypeScript", 0, 174, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 35, 293
"a:\GCET BLOG\GcetBlog\src\utilities\toKebabCase.ts", "TypeScript", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"a:\GCET BLOG\GcetBlog\src\utilities\ui.ts", "TypeScript", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 13
"a:\GCET BLOG\GcetBlog\src\utilities\uploadToCloudinaryDirect.ts", "TypeScript", 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 13, 96
"a:\GCET BLOG\GcetBlog\src\utilities\useClickableCard.ts", "TypeScript", 0, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 17, 109
"a:\GCET BLOG\GcetBlog\src\utilities\useDebounce.ts", "TypeScript", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 18
"a:\GCET BLOG\GcetBlog\tailwind.config.mjs", "JavaScript", 0, 0, 158, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 162
"a:\GCET BLOG\GcetBlog\test.env", "Dotenv", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"a:\GCET BLOG\GcetBlog\tests\e2e\frontend.e2e.spec.ts", "TypeScript", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 21
"a:\GCET BLOG\GcetBlog\tests\int\api.int.spec.ts", "TypeScript", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 21
"a:\GCET BLOG\GcetBlog\tsconfig.json", "JSON with Comments", 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 52
"a:\GCET BLOG\GcetBlog\vitest.config.mts", "TypeScript", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13
"a:\GCET BLOG\GcetBlog\vitest.setup.ts", "TypeScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 5
"Total", "-", 51, 22543, 1916, 1, 35, 9306, 10155, 16892, 13, 35554, 237, 87, 10, 5018, 11355, 113173
